id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability,age,economic
708,3,1,1,1,4,2015,1,1931,1,1,1,3,36000,1,70.0,173,120,2,4,4,2,2,2,2,3,6,5,,,,,72000.0,2,2,0,2,3,2,2,3,2,84,0.016078403826143325
709,4,1,22,65,103,2015,1,1946,1,1,1,10,40000,1,72.0,167,124,4,5,4,2,3,4,3,4,4,1,5.0,43.0,1.0,3.0,40000.0,2,3,0,2,3,1,3,4,2,69,-0.08741664675993084
710,4,1,27,77,117,2015,1,1975,1,1,1,3,10000,1,53.0,174,186,5,4,3,1,3,4,1,4,3,1,2.0,10.0,1.0,4.0,30000.0,2,2,1,1,3,3,2,3,3,40,-0.14271138352777696
711,5,2,17,49,82,2015,2,1936,1,1,1,1,50,1,120.0,160,80,1,1,5,1,1,4,1,4,6,4,,,,,20000.0,4,3,1,1,7,2,1,4,-8,79,-0.18327977482676153
712,2,2,8,19,41,2015,2,1966,4,0,7,3,15000,1,120.0,156,126,1,1,3,2,2,2,1,2,2,5,,,,,15000.0,5,1,1,2,7,3,3,4,2,49,-0.18892943514557614
713,1,1,1,1,2,2015,1,1953,1,1,1,3,30000,1,36.0,170,130,2,2,2,2,1,3,1,1,-8,4,,,,,30000.0,1,1,1,2,7,3,2,2,4,62,-0.12802176211534896
714,4,1,27,78,118,2015,2,1957,1,1,1,4,22000,4,60.0,158,95,4,4,4,2,1,3,2,4,5,5,,,,,42000.0,3,3,1,2,3,3,2,4,3,58,-0.09398524510262853
715,3,1,27,79,119,2015,1,1974,1,1,1,4,10000,1,50.0,170,120,2,3,4,2,2,3,2,2,2,1,3.0,20.0,1.0,3.0,20000.0,5,2,1,2,3,3,2,4,3,41,-0.1759716881745644
716,4,2,16,44,75,2015,1,1944,1,1,1,3,12660,1,100.0,163,105,3,4,4,1,3,2,2,3,5,2,,,,,30000.0,4,3,0,2,3,2,2,4,2,71,-0.14075766387882874
717,4,1,31,87,131,2015,2,1972,1,1,1,3,50000,1,70.0,160,130,3,4,5,1,3,4,1,2,4,1,9.0,-1.0,1.0,4.0,100000.0,3,3,1,2,3,2,1,3,3,43,0.1194899918274911
718,4,1,7,18,38,2015,1,1959,1,1,1,4,10000,1,80.0,175,120,4,4,4,4,4,3,4,4,5,1,3.0,30.0,1.0,3.0,50000.0,4,3,2,1,3,2,2,4,2,56,-0.0761907742332354
719,2,2,31,87,132,2015,1,1955,1,1,1,1,500,1,30.0,170,110,1,1,2,1,1,3,1,3,1,4,,,,,500.0,2,1,1,2,3,3,3,3,2,60,-0.24780685240812902
720,4,1,15,43,74,2015,1,1940,1,0,9,1,25000,1,73.0,168,126,3,4,4,2,2,2,1,3,5,5,,,,,50000.0,2,3,0,2,3,2,2,4,2,75,-0.0651735581731894
721,5,1,4,7,15,2015,2,1992,1,1,1,10,60000,2,70.0,155,98,5,4,4,1,4,4,3,3,5,1,3.0,2.0,1.0,3.0,100000.0,2,3,1,2,1,2,1,4,2,23,0.12683480253418847
722,4,1,22,66,105,2015,2,1992,1,1,1,6,18000,1,120.0,162,100,4,4,4,1,4,2,3,4,5,1,3.0,2.0,1.0,3.0,110000.0,4,3,1,2,1,3,1,4,3,23,0.1292469022128471
723,4,1,11,29,52,2015,2,1955,1,1,1,1,20000,1,200.0,155,100,4,4,5,1,4,2,1,3,2,4,,,,,20000.0,2,3,1,2,3,2,2,4,3,60,-0.1686268774669003
724,2,1,31,89,134,2015,2,1978,1,1,9,4,-3,1,67.0,158,100,4,4,5,2,2,3,1,1,4,6,,,,,-3.0,2,2,-3,2,6,2,2,-8,-8,37,-0.2498492897094426
725,4,1,12,32,60,2015,1,1995,1,1,1,7,0,1,192.0,165,120,3,5,2,5,4,5,1,2,5,5,,,,,100000.0,3,4,1,2,1,2,1,4,-8,20,0.08276593829497113
726,5,1,1,1,2,2015,2,1990,1,1,1,10,28000,2,58.6,162,140,5,5,5,2,4,4,4,3,7,1,4.0,3.0,1.0,3.0,101100.0,3,3,1,2,1,3,3,2,4,25,0.10699004178390359
727,3,2,22,67,107,2015,2,1971,8,1,3,3,3000,1,140.0,147,97,3,3,3,1,4,2,1,4,3,1,3.0,2.0,2.0,3.0,10000.0,5,2,1,2,3,3,2,4,2,44,-0.21437336031603996
728,4,1,9,21,43,2015,1,1982,1,1,1,6,10000,1,150.0,178,150,4,4,4,1,3,3,1,2,3,3,,,,,20000.0,4,3,1,2,3,3,2,3,3,33,-0.17597168817359765
729,1,1,22,67,107,2015,2,1944,1,1,1,6,20000,1,70.0,161,100,3,3,3,2,3,3,2,3,4,5,,,,,20000.0,1,2,1,2,7,3,2,4,2,71,-0.16862687746786703
730,5,2,28,81,121,2015,2,1969,1,1,1,1,6000,1,200.0,155,105,3,2,3,1,2,4,2,4,3,4,,,,,45000.0,2,2,1,2,3,2,3,4,2,46,-0.09575885084027475
731,4,1,10,27,50,2015,2,1986,1,1,1,6,40000,2,300.0,163,110,4,3,3,2,2,3,3,4,7,1,2.0,7.0,1.0,4.0,100000.0,9,4,1,1,3,2,1,4,2,29,0.1121451811217605
732,4,1,18,52,85,2015,1,1975,4,0,8,6,20000,1,230.0,178,170,4,4,4,1,2,2,1,4,6,1,2.0,3.0,1.0,4.0,73300.0,-3,3,1,2,3,1,1,4,2,40,0.00865054630047666
733,4,2,28,81,123,2015,2,1974,1,1,1,1,800,1,230.0,148,115,4,3,3,1,3,2,1,2,2,3,,,,,20000.0,3,2,1,2,3,3,2,4,3,41,-0.18272891402472596
734,4,2,18,52,85,2015,1,1966,1,1,1,10,6000,1,240.0,170,150,5,5,4,1,4,3,4,4,6,3,,,,,9000.0,2,4,1,2,3,1,2,3,2,49,-0.21549594756677604
735,2,1,28,81,122,2015,1,1941,1,1,1,1,0,1,97.0,155,112,3,3,3,1,3,4,1,3,2,4,,,,,30000.0,5,2,1,2,7,3,2,3,3,74,-0.15005619423447428
736,4,2,15,40,71,2015,1,1986,1,1,1,6,90000,1,90.0,170,150,5,5,3,2,4,4,2,4,6,1,1.0,9.0,1.0,4.0,90000.0,3,2,0,2,3,3,2,2,2,29,0.11560893000652636
737,4,1,5,8,23,2015,1,1986,1,1,1,12,60000,1,55.0,180,130,5,5,4,1,4,4,5,2,5,1,2.0,2.0,1.0,4.0,60000.0,1,4,0,2,1,2,1,2,2,29,-0.006206416051994564
738,4,1,26,76,116,2015,1,1997,1,1,4,12,18000,2,100.0,172,125,5,5,5,5,5,5,5,3,5,6,,,,,-2.0,2,3,2,1,1,2,2,3,2,18,-0.23662310096274405
739,4,2,16,46,78,2015,2,1981,1,1,1,7,12000,1,80.0,150,80,3,4,4,1,3,4,3,4,4,1,3.0,10.0,1.0,3.0,30000.0,4,3,1,2,3,3,1,4,2,34,-0.1412424213854708
740,4,1,22,66,106,2015,1,1978,1,1,1,6,30000,1,20.0,172,140,5,4,4,1,4,3,2,2,3,1,2.0,10.0,1.0,4.0,50000.0,3,2,1,2,3,3,1,4,3,37,-0.06150115282080743
741,5,1,29,82,125,2015,2,1989,1,1,1,4,20000,1,30.0,150,90,4,4,3,2,2,5,2,3,6,1,2.0,5.0,1.0,4.0,50000.0,3,2,0,2,3,2,1,4,2,26,-0.06884596352750476
742,4,2,22,65,104,2015,2,1950,8,1,1,2,3000,1,100.0,158,98,3,3,3,1,3,3,1,4,2,1,9.0,-2.0,1.0,4.0,30000.0,2,2,1,2,7,3,2,3,2,65,-0.1478527510224651
743,3,1,21,64,102,2015,2,1969,1,1,1,3,15000,1,102.0,170,170,2,1,1,1,1,5,1,3,3,4,,,,,30000.0,2,2,1,2,3,2,1,2,4,46,-0.13903897817442826
744,4,1,6,12,28,2015,2,1964,1,1,1,1,20000,1,20.0,156,110,4,4,3,2,4,3,2,2,3,1,-8.0,-2.0,1.0,4.0,21000.0,2,2,1,2,7,3,2,4,3,51,-0.16530084700318828
745,4,2,23,69,109,2015,2,1948,1,1,1,4,720,1,80.0,150,85,2,3,3,1,3,2,1,4,1,4,,,,,4320.0,2,2,1,2,7,3,2,4,2,67,-0.23493983019654222
746,4,1,27,79,119,2015,2,1996,1,1,1,6,0,2,50.0,168,110,5,5,5,2,2,2,5,4,4,5,,,,,50000.0,3,3,1,2,1,2,2,3,2,19,-0.08353558493993272
747,4,1,21,63,99,2015,2,1940,1,1,1,1,30000,1,80.0,165,102,5,5,4,5,4,4,2,4,5,5,,,,,150000.0,4,4,1,2,3,1,2,4,2,75,0.27110189364900034
748,4,2,10,24,46,2015,1,1956,4,0,8,1,10000,4,80.0,170,140,4,4,4,1,3,2,1,4,6,3,,,,,10000.0,2,3,1,2,3,2,2,3,2,59,-0.2092319928203851
749,4,2,5,10,26,2015,1,1982,1,1,1,4,10000,1,90.0,170,140,3,2,3,1,2,4,3,3,5,4,,,,,20000.0,5,3,1,2,3,3,1,3,2,33,-0.17597168817359765
750,4,1,7,18,40,2015,1,1952,1,1,1,4,25000,4,34.0,167,130,4,4,4,2,2,5,3,3,1,5,,,,,60000.0,2,2,1,2,3,-8,1,4,2,63,-0.03191325352736867
751,5,1,11,30,53,2015,2,1933,1,1,1,1,600,1,100.0,160,90,4,3,5,1,4,4,1,4,4,3,,,,,8000.0,3,2,1,2,7,3,1,4,2,82,-0.22278817581500482
752,5,1,4,7,17,2015,2,1958,1,1,1,4,20000,1,90.0,163,136,2,2,5,2,3,3,4,4,1,5,,,,,30000.0,2,2,2,2,3,3,1,5,2,57,-0.1353665728210796
753,3,1,12,33,62,2015,2,1953,1,1,-8,1,-2,1,160.0,155,110,5,2,4,1,2,1,1,2,-8,5,,,,,-2.0,2,3,1,2,3,3,1,-8,-8,62,-0.2498452291969406
754,4,1,17,48,80,2015,1,1970,1,1,1,12,-3,4,116.0,170,160,5,5,3,4,3,3,3,3,5,1,-8.0,-3.0,-8.0,-8.0,-3.0,3,3,1,1,3,2,2,4,2,45,-0.24984928970847595
755,4,1,1,1,3,2015,1,1980,1,1,1,5,100000,1,40.0,168,110,4,5,5,2,3,4,2,3,5,1,3.0,15.0,1.0,3.0,120000.0,3,3,3,2,3,2,1,4,2,35,0.2227346546545527
756,4,2,16,46,78,2015,2,1976,1,1,1,3,20000,1,120.0,160,102,4,3,3,1,5,4,2,4,4,1,2.0,16.0,1.0,2.0,60000.0,5,3,3,1,3,2,1,4,3,39,-0.035585658879750626
757,4,1,22,67,107,2015,2,1995,1,1,1,12,800,4,100.0,161,95,5,5,4,5,4,3,5,3,6,6,,,,,70000.0,1,4,1,2,1,2,2,3,-8,20,-0.016427390788855366
758,4,2,5,9,25,2015,2,1938,1,1,1,1,0,1,80.0,160,80,5,5,5,1,2,4,1,4,2,4,,,,,50000.0,3,3,1,1,7,2,1,3,2,77,-0.08353558493993272
759,4,1,4,7,17,2015,1,1972,1,1,1,4,60000,1,95.0,164,134,4,5,3,1,2,4,2,3,3,1,3.0,15.0,1.0,3.0,90000.0,3,2,2,2,3,3,1,4,2,43,0.09357449788643431
760,3,2,9,23,45,2015,1,1945,1,0,1,3,0,1,160.0,162,90,4,5,3,1,4,4,1,4,3,5,,,,,40000.0,3,3,1,1,7,2,3,4,2,70,-0.11679588958672016
761,1,1,21,62,98,2015,1,1963,1,1,1,3,25000,1,360.0,160,100,3,4,3,1,2,2,1,5,2,1,2.0,30.0,1.0,1.0,75000.0,3,2,0,2,3,3,3,3,-8,52,0.017977203442812485
762,4,1,7,18,39,2015,2,1988,1,1,1,12,10000,4,67.4,162,106,5,5,5,1,1,3,1,4,5,5,,,,,500000.0,3,3,0,2,3,2,2,4,2,27,1.420522934872199
763,4,2,29,84,127,2015,1,1963,1,1,1,4,2500,1,200.0,172,116,4,5,3,1,4,4,2,4,1,3,,,,,20000.0,4,2,1,2,3,3,2,4,2,52,-0.1814802962045874
764,4,1,16,44,75,2015,2,1984,1,0,4,4,30000,1,80.0,158,100,4,4,4,1,2,4,1,2,3,1,3.0,13.0,1.0,3.0,80000.0,3,2,1,2,3,2,1,4,3,31,0.03827976111955486
765,4,1,12,32,57,2015,1,1985,1,1,2,12,200000,4,69.0,174,148,4,5,5,4,4,4,4,3,5,1,3.0,7.0,1.0,2.0,200000.0,1,4,1,1,1,2,2,4,2,30,0.5622651988967923
766,5,1,24,71,111,2015,1,1975,1,1,3,9,100000,1,150.0,171,120,5,5,5,2,4,4,4,4,6,1,3.0,22.0,1.0,3.0,120000.0,3,3,1,1,3,2,2,4,2,40,0.2227346546545527
767,5,2,16,45,76,2015,2,1966,1,1,1,4,60000,1,70.0,155,110,4,5,5,1,4,4,1,3,4,3,,,,,60000.0,4,3,3,2,3,2,1,4,2,49,-0.006206416052961272
768,5,1,1,1,6,2015,2,1941,1,1,1,6,32400,1,86.6,160,98,4,4,4,5,2,3,3,4,5,5,,,,,116400.0,1,4,1,2,3,2,2,4,2,74,0.16111002460540194
769,4,1,22,66,106,2015,2,1973,1,1,1,4,0,1,130.0,162,130,4,4,4,2,4,4,2,3,4,5,,,,,30000.0,3,2,1,2,3,3,2,3,3,42,-0.15005619423447428
770,4,2,6,13,29,2015,1,1941,1,1,1,3,780,1,120.0,155,120,4,4,4,1,3,1,1,4,3,4,,,,,1560.0,4,2,1,2,3,2,2,3,2,74,-0.2440756054148153
771,5,1,1,1,8,2015,2,1952,1,1,3,4,40800,1,60.0,160,102,4,4,4,2,4,4,3,4,6,5,,,,,40000.0,2,2,1,2,3,3,2,4,2,63,-0.08682906190436171
772,5,1,7,18,36,2015,2,1957,1,1,1,4,26000,1,53.0,160,130,3,5,3,5,3,4,3,4,6,5,,,,,70000.0,2,3,1,2,3,2,2,4,2,58,0.002081532191055211
773,3,1,19,57,91,2015,2,1954,1,1,1,4,30000,1,40.0,159,150,2,1,4,5,2,2,2,1,5,5,,,,,50000.0,2,2,1,2,3,2,1,4,2,61,-0.06150115282080743
774,3,2,10,24,46,2015,1,1962,1,1,1,4,7000,1,50.0,175,120,5,5,5,1,4,4,1,4,3,3,,,,,8000.0,2,2,1,2,3,2,3,4,2,53,-0.2180874969627185
775,4,1,15,39,70,2015,1,1972,1,1,1,4,100000,1,90.0,165,130,3,5,3,1,2,1,1,1,5,1,2.0,5.0,1.0,4.0,100000.0,5,3,1,2,3,2,2,4,2,43,0.15621404536097783
776,4,1,4,7,16,2015,1,1937,1,1,1,10,80000,4,151.0,176,160,3,4,4,2,1,4,1,2,6,5,,,,,120000.0,2,3,1,2,3,2,2,4,3,78,0.208045033241158
777,3,1,19,57,92,2015,2,1970,1,1,1,6,50000,1,63.0,155,98,4,3,2,1,3,5,3,1,4,1,3.0,2.0,1.0,3.0,150000.0,2,2,1,1,3,3,3,3,3,45,0.28579151506046163
778,4,1,16,46,77,2015,2,1970,1,1,1,3,-2,1,98.0,160,120,5,4,4,5,3,3,2,2,5,1,2.0,10.0,1.0,4.0,60000.0,4,2,1,2,3,2,2,3,3,45,-0.050276749256253354
779,5,2,11,31,54,2015,1,1989,1,1,1,4,12000,1,170.0,175,160,4,3,4,1,2,3,2,2,3,1,3.0,7.0,1.0,3.0,20000.0,5,2,1,2,3,2,3,4,2,26,-0.17450272603322492
780,3,1,1,1,1,2015,1,1990,1,1,1,13,48000,1,67.0,189,160,4,4,4,5,2,3,3,3,7,1,3.0,0.0,2.0,3.0,70000.0,2,3,1,2,1,3,1,3,3,25,0.01824011574578935
781,4,1,28,81,123,2015,2,1963,1,1,1,1,0,1,90.0,160,120,2,2,3,4,4,3,1,2,5,4,,,,,6000.0,2,3,1,2,3,3,2,4,2,52,-0.22988092538579744
782,5,1,31,87,132,2015,1,1954,1,1,1,7,48000,1,40.0,168,120,4,5,4,2,2,4,1,3,4,1,3.0,37.0,2.0,3.0,60000.0,2,3,1,2,3,2,1,5,2,61,-0.015020188900998077
783,4,1,26,76,116,2015,2,1956,1,1,1,6,0,4,145.0,155,100,4,4,4,1,1,2,2,1,3,5,,,,,1000000.0,2,3,1,2,5,3,3,3,3,59,3.076193356504873
784,3,1,6,12,28,2015,2,1954,1,1,1,4,24000,1,110.0,160,120,2,4,3,5,4,4,1,2,5,5,,,,,50000.0,3,3,1,2,3,3,2,5,3,61,-0.06590803924385913
785,5,1,4,7,20,2015,2,1945,1,1,1,6,34632,1,160.0,158,130,2,3,4,2,2,4,4,3,5,5,,,,,60000.0,2,3,1,2,3,2,1,3,2,70,-0.024838731853711073
786,4,2,6,14,30,2015,1,1964,1,1,1,4,6000,4,150.0,165,115,4,4,4,1,4,3,2,4,6,2,,,,,10000.0,2,3,1,2,3,-8,2,3,3,51,-0.21216991710306402
787,4,1,31,87,131,2015,1,1963,1,1,1,4,0,1,70.0,183,180,2,1,5,2,2,4,1,1,1,5,,,,,40000.0,5,2,1,2,3,3,2,4,3,52,-0.11679588958768686
788,4,1,7,18,38,2015,2,1941,1,1,1,7,36000,4,60.0,160,132,3,4,4,2,1,4,2,4,5,5,,,,,70000.0,2,4,1,2,3,2,1,4,2,74,0.009426342898719258
789,5,1,11,30,53,2015,2,1954,1,1,1,10,36000,1,80.0,160,140,4,4,4,2,3,3,3,4,5,5,,,,,-3.0,3,4,1,2,3,1,2,4,2,61,-0.2234057677201868
790,3,2,31,87,131,2015,2,1992,1,1,1,4,15000,1,60.0,163,110,4,5,5,1,3,3,1,3,5,3,,,,,70000.0,3,4,1,2,3,2,2,4,3,23,-0.005997759585345152
791,3,2,10,28,51,2015,1,1949,1,1,1,4,35000,4,60.0,170,126,3,3,3,1,2,2,2,1,4,1,3.0,32.0,1.0,2.0,35000.0,2,2,0,2,3,3,1,4,3,66,-0.10771920443763988
792,4,2,26,74,114,2015,2,1961,1,1,1,4,1000,1,450.0,155,98,4,4,4,1,4,2,1,4,5,3,,,,,40000.0,2,3,2,1,3,2,3,4,2,54,-0.1160614085160504
793,3,2,13,36,66,2015,2,1954,8,1,1,1,0,1,180.0,155,130,1,2,2,1,2,1,1,3,1,3,,,,,-2.0,4,1,1,2,3,3,2,-8,3,61,-0.24984376023673266
794,4,1,13,36,66,2015,2,1976,8,1,1,9,12000,1,70.0,150,102,4,4,4,2,4,3,2,3,2,1,5.0,18.0,-8.0,-8.0,-2.0,5,2,1,2,3,3,1,4,3,39,-0.24102998738772913
795,5,1,11,31,54,2015,1,1955,1,1,1,6,14000,1,90.0,179,130,5,4,4,2,2,3,3,4,6,1,3.0,20.0,1.0,2.0,100000.0,2,3,1,2,3,1,2,4,2,60,0.09304867328338066
796,3,2,18,54,88,2015,2,1953,1,1,1,1,1000,1,60.0,158,106,3,4,4,1,4,3,1,3,4,3,,,,,1220.0,1,2,1,2,3,3,1,4,2,62,-0.2450448699372588
797,4,2,9,22,44,2015,1,1975,1,1,1,4,20000,1,90.0,165,136,5,5,5,1,3,3,2,5,5,3,,,,,30000.0,4,3,1,2,3,2,1,4,2,40,-0.1353665728201129
798,2,1,22,65,103,2015,1,1964,1,1,3,6,30000,4,80.0,170,116,4,5,4,2,3,3,2,2,5,1,3.0,27.0,1.0,2.0,30000.0,2,2,0,2,3,3,1,2,-8,51,-0.12802176211438226
799,3,1,12,32,55,2015,2,1963,1,1,1,6,0,1,12.0,157,130,3,3,2,5,2,3,4,4,3,5,,,,,70000.0,2,2,1,2,3,3,2,3,-8,52,-0.017014975647324578
800,4,1,21,64,100,2015,1,1955,1,1,1,3,15000,4,50.0,167,105,4,4,4,2,3,4,4,2,5,5,,,,,25000.0,3,3,2,1,3,1,2,3,2,60,-0.15566913049685532
801,2,1,21,63,99,2015,1,1957,1,1,1,3,10000,1,200.0,174,140,5,5,4,5,1,5,4,1,3,1,3.0,42.0,1.0,3.0,60000.0,5,1,1,2,3,2,1,2,4,58,-0.04293046958838138
802,4,1,13,36,67,2015,1,1941,6,1,1,5,24000,1,65.0,162,120,2,2,4,2,4,4,1,4,5,5,,,,,40000.0,2,3,1,2,3,1,2,4,2,74,-0.09916834389064656
803,5,2,23,69,109,2015,2,1949,1,1,1,3,-1,1,90.0,154,90,1,2,3,1,3,2,1,5,2,6,,,,,30000.0,4,1,1,2,3,3,1,3,2,66,-0.1500569287165117
804,4,1,10,26,48,2015,2,1937,1,1,3,1,7200,1,54.0,156,110,4,4,4,4,3,3,2,4,2,5,,,,,7200.0,1,1,1,2,7,3,3,4,2,78,-0.2206014251212943
805,4,1,4,7,14,2015,2,1954,1,0,3,9,60000,4,74.0,158,120,5,5,5,5,4,4,4,4,8,5,,,,,120000.0,2,3,2,2,3,2,1,4,2,61,0.19335541182776336
806,3,1,1,1,1,2015,2,1945,1,1,1,3,36000,1,79.0,160,95,4,4,4,2,2,4,2,2,5,5,,,,,72000.0,2,3,1,2,3,2,2,3,3,70,0.016078403827110038
807,5,2,31,86,129,2015,2,1948,1,1,1,3,0,1,84.0,160,100,3,5,5,1,1,4,1,1,1,4,,,,,0.0,2,2,1,2,3,3,3,3,4,67,-0.2498371081748365
808,4,2,5,10,26,2015,2,1973,1,1,1,4,8000,1,100.0,160,160,3,3,4,1,4,2,2,2,7,3,,,,,15000.0,3,3,1,2,3,2,2,4,2,42,-0.19407080263833087
809,4,1,21,64,100,2015,2,1985,1,1,1,6,20000,1,91.0,162,96,5,4,4,2,4,4,3,4,1,1,3.0,5.0,1.0,3.0,100000.0,3,3,2,2,3,2,2,4,2,30,0.09745555970739912
810,4,2,24,72,112,2015,2,1964,1,0,3,1,24000,1,70.0,168,140,5,5,4,1,1,2,1,3,4,1,3.0,6.0,1.0,3.0,24000.0,1,2,1,2,3,3,1,3,2,51,-0.15238483132647312
811,4,1,9,20,42,2015,1,1981,1,1,1,11,30000,4,220.0,175,130,4,3,3,2,3,3,4,4,5,1,3.0,10.0,1.0,2.0,50000.0,5,3,1,1,3,2,1,4,2,34,-0.06150115281984074
812,4,1,21,64,100,2015,2,1965,1,1,1,4,15000,1,140.0,165,128,4,4,3,5,4,4,2,2,4,5,,,,,30000.0,2,3,1,2,3,3,2,4,3,50,-0.1390389781734616
813,3,2,13,35,65,2015,1,1964,6,0,3,3,8000,1,200.0,165,160,4,4,3,1,3,3,1,4,4,2,,,,,30000.0,6,3,1,1,3,2,1,3,2,51,-0.1441803456681497
814,5,2,18,53,87,2015,1,1951,1,1,1,6,4000,4,140.0,171,135,4,4,4,1,4,3,3,4,1,2,,,,,8000.0,2,2,1,2,3,3,2,3,2,64,-0.22029094017472772
815,4,2,31,88,133,2015,1,1955,1,1,1,3,40000,1,88.0,170,110,3,5,5,1,4,4,2,4,5,4,,,,,40000.0,2,2,2,2,3,2,1,4,2,60,-0.08741664676089748
816,4,1,27,79,119,2015,2,1983,1,1,1,9,25000,4,87.0,160,100,4,4,4,5,4,3,2,2,2,1,3.0,15.0,1.0,2.0,45000.0,2,3,1,2,1,3,2,4,3,32,-0.08180371049658311
817,4,2,2,4,11,2015,1,1948,1,1,2,1,0,1,80.0,160,104,4,3,3,1,4,1,1,3,2,2,,,,,5000.0,1,2,1,2,3,2,2,3,2,67,-0.23320695585144283
818,4,2,21,61,97,2015,1,1956,1,1,1,4,10000,1,200.0,178,120,4,5,5,1,3,3,1,4,3,1,5.0,25.0,2.0,4.0,40000.0,1,3,1,2,3,2,2,3,2,59,-0.10945107888002284
819,1,2,23,68,108,2015,1,1960,1,1,1,1,4000,1,70.0,170,110,1,2,2,1,1,3,1,1,1,3,,,,,11000.0,2,1,1,2,3,3,1,4,4,55,-0.2103128487816582
820,4,1,15,43,74,2015,1,1983,1,1,1,4,30000,1,100.0,169,120,4,4,4,2,2,2,1,4,5,1,2.0,16.0,1.0,4.0,60000.0,4,3,1,2,3,3,1,-8,2,32,-0.028240848173053286
821,2,2,17,48,81,2015,1,1971,1,1,1,4,4000,1,60.0,170,130,2,2,2,1,2,4,2,2,1,3,,,,,5000.0,3,2,1,2,3,3,2,4,3,44,-0.23026903156876397
822,3,2,18,52,86,2015,1,1976,1,1,3,3,17000,1,140.0,169,160,4,4,3,1,2,3,1,3,4,2,,,,,30000.0,4,2,1,2,3,3,1,3,2,39,-0.1375700160330888
823,1,2,21,64,102,2015,2,1962,1,1,1,4,10000,1,150.0,163,120,4,4,4,1,4,4,1,1,1,1,5.0,4.0,1.0,3.0,20000.0,2,2,1,2,3,3,2,4,3,53,-0.1759716881745644
824,4,1,15,39,70,2015,2,1956,1,1,1,1,2000,1,100.0,165,125,3,4,4,1,4,4,1,1,1,3,,,,,60000.0,2,3,1,2,3,2,2,4,-8,59,-0.04880631815180584
825,4,2,18,51,84,2015,1,1961,1,1,1,4,20000,1,100.0,167,130,5,5,4,1,2,1,1,4,5,2,,,,,20000.0,3,3,1,2,3,2,3,4,2,54,-0.1686268774669003
826,4,1,6,12,28,2015,1,1970,1,1,1,4,24000,4,90.0,170,135,3,5,5,2,2,4,3,3,5,1,3.0,23.0,1.0,3.0,60000.0,3,3,1,2,3,3,2,4,3,45,-0.03264773459707169
827,4,1,9,21,43,2015,1,1955,1,1,1,10,24000,4,240.0,177,160,4,4,4,2,3,3,4,5,7,1,4.0,38.0,1.0,2.0,24000.0,4,4,1,2,3,1,1,4,2,60,-0.1523848313245397
828,4,2,19,56,90,2015,2,1944,1,1,1,3,0,1,160.0,155,80,5,5,5,1,2,2,2,4,7,3,,,,,5000.0,2,3,1,2,3,3,2,4,2,71,-0.23320695585047618
829,3,2,26,74,114,2015,2,1980,1,1,1,4,10000,1,100.0,155,98,4,4,4,1,4,3,3,2,4,4,,,,,20000.0,4,3,1,2,3,2,2,3,2,35,-0.17597168817359765
830,3,1,6,13,29,2015,2,1995,1,1,1,6,-1,2,400.0,160,110,5,5,4,1,2,3,3,4,5,1,7.0,1.0,2.0,3.0,80000.0,2,3,1,2,1,2,1,3,2,20,0.016244594519358904
831,4,1,10,25,47,2015,2,1940,1,0,2,1,0,1,100.0,145,126,2,1,2,1,3,4,1,4,4,4,,,,,20000.0,3,2,3,2,7,3,3,4,-8,75,-0.1833164988812617
832,4,2,9,23,45,2015,1,1962,1,1,1,4,30000,1,200.0,165,130,3,2,4,1,2,3,1,4,5,1,3.0,13.0,1.0,3.0,40000.0,6,2,1,2,3,3,1,4,3,53,-0.09476145746759487
833,4,1,22,67,107,2015,2,1991,1,1,1,10,28000,1,149.0,164,108,4,5,5,1,4,3,3,4,5,1,3.0,4.0,1.0,3.0,-2.0,3,3,1,2,1,2,1,5,2,24,-0.22927829025604674
834,5,1,4,7,14,2015,2,1947,1,1,1,4,48000,1,57.0,165,120,3,4,4,4,4,4,4,4,5,5,,,,,100000.0,2,3,1,2,3,2,2,3,3,68,0.11802102968615166
835,5,1,11,30,53,2015,1,1991,1,1,1,12,30000,3,130.0,180,140,5,4,5,2,4,3,3,4,8,1,3.0,2.0,1.0,3.0,50000.0,2,3,1,2,3,2,1,5,2,24,-0.06150115281984074
836,4,1,12,33,62,2015,1,1936,1,1,1,3,12000,2,40.0,162,105,5,5,5,1,4,3,1,4,8,2,,,,,12000.0,1,4,1,2,7,2,2,-8,2,79,-0.20111096974872145
837,1,1,11,29,52,2015,2,1971,1,1,1,1,0,1,100.0,150,150,1,1,1,5,2,2,1,1,2,5,,,,,-3.0,4,1,1,2,1,3,2,2,3,44,-0.2498470862671973
838,5,1,9,23,45,2015,2,1980,1,1,1,6,24000,1,200.0,157,94,5,4,4,2,1,2,1,4,5,1,3.0,12.0,1.0,3.0,100000.0,4,3,1,2,3,2,2,5,2,35,0.10039348399007803
839,5,1,6,17,33,2015,1,1942,1,1,1,6,18000,1,85.0,168,130,2,2,3,2,5,4,3,4,5,5,,,,,40000.0,2,3,2,2,3,2,1,3,2,73,-0.10357523031466496
